Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
Railblazer,0x009B,Suction Pressure,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"87, 89",False,False,False,,,
DEET,0x009B,Suction Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,,2:87; 34:89; 42:93; 42:95; 42:99; 42:236,False,False,False,,,
AMT,0x009B,Compressor Suction Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Pressures (PSI/Bar),"87, 89",False,False,False,,,
Navigator,0x009B,Suction Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,,,"87, 89",False,False,False,,,Technician
AMT,0x009C,Compressor Discharge Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Pressures (PSI/Bar),"10, 86",False,False,False,,,
Navigator,0x009C,Discharge Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,,,"10, 86",False,False,False,,,Technician
Railblazer,0x009C,Discharge Pressure,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"10, 86",False,False,False,,,
Nebula-Galaxy,0x009C,Compressor Discharge Pressure,Table and Graph,True,FALSE,FALSE,No Dependency,Technician,Pressures (PSI/Bar),"10, 86,93,95,99",False,False,False,,,
DEET,0x009C,Discharge Pressure,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,,2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,False,False,False,,,
Railblazer,0x00A1,ETV Current Position,Table Only,TRUE,FALSE,FALSE,No Dependency,Technician,,"87, 89",False,False,False,,,
AMT,0x00A1,ETV Current Position,Table Only,True,FALSE,FALSE,No Dependency,Technician,,"86, 87, 89",False,False,False,,,
DEET,0x00A1,ETV Position,Table Only,True,FALSE,FALSE,No Dependency,Technician,,2:87; 34:89; 2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,False,False,False,,,
Navigator,0x00A1,ETV Position,Table Only,True,FALSE,FALSE,No Dependency,,,"87, 89",False,False,False,,,Technician
Navigator,0x00AA,Engine Oil Pressure Switch,Table Only,False,TRUE,FALSE,No Dependency,,,"19 , 31",False,False,False,Log when applicable alarm code is set,,Technician
AMT,0x00AA,Engine Oil Pressure Switch,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"19 , 31, 66",False,False,False,,,
Nebula-Galaxy,0x00AB,High Pressure Cut Out,Table Only,False,TRUE,FALSE,No Dependency,Technician,,10,False,False,False,,,
Navigator,0x00AB,High Pressure Cut Out,Table Only,False,TRUE,FALSE,No Dependency,,,"10, 86",True,False,False,Log when applicable alarm code is set OR log event whenever parameter value changes,,Technician
DEET,0x00AB,High Pressure Cut Out,Table Only,False,TRUE,FALSE,No Dependency,Technician,,2:10; 42:10; 2:86,True,False,False,Log when applicable alarm code is set OR log event whenever parameter value changes,,
AMT,0x00AB,High Pressure Cut Out,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"10, 86",True,False,False,,,
Railblazer,0x00AB,High Pressure Cut Out,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"10, 86",True,False,False,Log when applicable alarm code is set OR log event whenever parameter value changes,,
Navigator,0x00AC,Oil Level,Table Only,False,TRUE,FALSE,Engine Type = ECO or Mechanical,,,"66, 31, 63,",True,False,False,Event log: when Oil level status changes,"DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA",Technician
AMT,0x00AC,Oil Level,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,"19, 31, 66, 63",True,False,False,,"P.Carr 26th August 2024: 
added dependency to event log only when engine selection is ECO GOV.",
Railblazer,0x00AE,Electric Standby Motor Overload,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"36, 266, 90",True,False,False,Event log: when EOL status changes,,
Navigator,0x00AE,Electric Standby Motor Overload,Table Only,False,TRUE,FALSE,No Dependency,,,"36, 266, 90",True,False,False,Event log: when EOL status changes,,Technician
AMT,0x00AE,Electric Standby Motor Overload,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"36, 266, 90",True,False,False,,,
AMT,0x00AF,Electric Ready,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"36, 266, 91",True,False,False,,,
DEET,0x00AF,Electric Ready,Table Only,False,TRUE,FALSE,No Dependency,Technician,,33:91; 33:366,True,False,False,Log Event: when ER status changes,,
Navigator,0x00AF,Electric Ready,Table Only,False,TRUE,FALSE,No Dependency,,,"36, 266, 91",True,False,False,Log Event: when ER status changes,,Technician
Railblazer,0x00AF,Electric Ready,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"36, 266, 91",True,False,False,Log Event: when ER status changes,,
DEET,0x00B1,Engine Coolant Level Switch,Table Only,True,FALSE,FALSE,No Dependency,Technician,,102:37,False,False,False,,,
Railblazer,0x00B1,Engine Coolant Level Switch,Table Only,FALSE,TRUE,FALSE,No Dependency,Technician,,102:37,False,False,False,,,
AMT,0x00B2,Service Switch,Table Only,False,TRUE,FALSE,No Dependency,User,,"89, 10, 272, 631",True,False,False,,16 Aug 22 - removed code 270 from list of alarm codes which result in event log. Related to Defect ID 2276,
DEET,0x00B2,Service Switch,Table Only,True,FALSE,FALSE,No Dependency,Technician,,,False,False,False,,,
Railblazer,0x00B2,Service Switch,Table Only,FALSE,TRUE,FALSE,No Dependency,User,,"89, 10, 272, 631",False,False,False,,,
Nebula-Galaxy,0x00B3,Heater Limit Switch Feedback Zone 1,Table Only,True,FALSE,FALSE,No Dependency,Technician,,201,False,False,False,,,
Nebula-Galaxy,0x00B6,Heater Limit Switch Feedback Zone 2,Table Only,True,FALSE,FALSE,No Dependency,Technician,,201,False,False,False,,,
Navigator,0x00B8,Engine Coolant Temperature,Graph and Table,True,FALSE,FALSE,Engine = MECHANICAL,,,"6, 18, 63",False,False,False,,Coolant temperature if engine is MECHANICAL,Technician
Navigator,0x00BB,Shunt Current,Graph and Table,True,FALSE,FALSE,No Dependency,,,"40, 45, 52, 61",False,False,False,,,Technician
Railblazer,0x00BB,Shunt Current,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"45, 52, 61",False,False,False,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
DEET,0x00BB,Shunt Current,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,False,False,False,,,
AMT,0x00BB,Shunt Current,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265",False,False,False,,,
Nebula-Galaxy,0x00BC,TRU Battery Voltage Reported by Synergy,Table and Graph,True,FALSE,FALSE,No Dependency,Technician,Voltage (V),61,False,False,False,,,
Navigator,0x00BC,Battery Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,,,"40, 45, 52, 61, 265",False,False,False,,,Technician
DEET,0x00BC,Battery Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,,10:45; 10:53; 14:61; 34:89; 10:121; 24:529; 102:816; 216:520; 216:545,False,False,False,,,
AMT,0x00BC,Battery Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Voltage (V),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265, 522",False,False,False,,,
Railblazer,0x00BC,Battery Voltage,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"45, 52, 61, 265",False,False,False,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
Railblazer,0x00BD,Battery Current,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"45, 52, 61",False,False,False,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
Navigator,0x00BD,Battery Current,Graph and Table,True,FALSE,FALSE,No Dependency,,,"40, 45, 52, 61",False,False,False,,,Technician
AMT,0x00BD,Battery Current - Raw,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 522",False,False,False,,Raw Unfiltered Battery Current,
DEET,0x00BD,Battery Current,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,False,False,False,,,
DEET,0x00BF,ETV State,Table Only,True,FALSE,FALSE,No Dependency,Engineering,,34:89,False,False,False,Log Enumeration only - not descriptor,,
Railblazer,0x00BF,ETV State,Table Only,TRUE,FALSE,FALSE,No Dependency,Engineering,,89,False,False,False,Log Enumeration only - not descriptor,,
Navigator,0x00BF,ETV State,Table Only,True,FALSE,FALSE,No Dependency,,,89,False,False,False,Log Enumeration only - not descriptor,,Engineering
Navigator,0x00C1,ECU Coolant Temperature,Graph and Table,True,FALSE,FALSE,Engine = ECO GOV,,,"6, 18, 63",False,False,False,,Coolant temperature if engine is ECO GOV,Technician
DEET,0x00C1,ECU Coolant Temperature,Graph and Table,True,FALSE,FALSE,Engine = ECO GOV OR Platform = DEET,Technician,,11:18; 102:604; 102:704,False,False,False,,Coolant temperature if engine is ECO GOV,
AMT,0x00C1,ECU Coolant Temperature,Graph and Table,True,FALSE,FALSE,Engine = ECO GOV,Technician,"Temperatures (◦C/◦F )
MT Zone 1","6, 18, 63",False,False,False,,Coolant temperature if engine is ECO GOV,
Railblazer,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,FALSE,FALSE,Engine = ECO GOV,Technician,,"18, 63, 604, 704",False,False,False,,"Coolant temperature if engine is ECO GOV
P.Carr 21st July 23: since RB does not support alarm code 6, removed alarm code 6 from event log alarms list. Adding alarms 604 and 704 as replacements (water temp. sensor fault)",
Navigator,0x00C2,Engine ECU Temperature,Table Only,False,TRUE,FALSE,Engine = ECO GOV,,,629,False,False,False,Event log whenever alarm code 629 is set,,Technician
AMT,0x00C2,Engine ECU Temperature,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,629,False,False,False,,,
DEET,0x00C5,ECU Preheat State,Table Only,False,TRUE,FALSE,Engine = ECO GOV OR Platform = DEET,Technician,,102:816,True,False,False,Event log whenever state changes or applicable alarm code is set.,,
AMT,0x00C5,ECU Preheat State,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,15,True,False,False,,,
Navigator,0x00C5,ECU Preheat State,Table Only,False,TRUE,FALSE,Engine = ECO GOV,,,15,True,False,False,Event log whenever state changes or applicable alarm code is set.,,Technician
DEET,0x00C6,ECU Engine Operating State,Table Only,False,TRUE,FALSE,Engine = ECO GOV OR Platform = DEET,Engineering,,102:63,True,False,False,Event log whenever state changes or applicable alarm code is set.,,
AMT,0x00C6,ECU Engine State,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,"17, 20, 63",True,False,False,,,
Navigator,0x00C6,ECU Engine Operating State,Table Only,False,TRUE,FALSE,Engine = ECO GOV,,,"17, 20, 63",True,False,False,Event log whenever state changes or applicable alarm code is set.,,Engineering
AMT,0x00C7,ECU Engine % Load,Table Only,True,FALSE,FALSE,Engine = ECO GOV,Technician,,,False,False,False,,,
DEET,0x00C7,ECU Engine % Load,Table Only,True,FALSE,FALSE,Engine = ECO GOV OR Platform = DEET,Technician,,,False,False,False,,,
Railblazer,0x00C7,ECU Engine % Load,Table Only,TRUE,FALSE,FALSE,Engine = ECO GOV,Technician,,,False,False,False,,,
Navigator,0x00C7,ECU Engine % Load,Table Only,True,FALSE,FALSE,Engine = ECO GOV,,,,False,False,False,,,Technician
Navigator,0x00CE,Timed Defrost,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,User
AMT,0x00CE,Timed Defrost - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,,Event log which indicates defrost request,
"DEET, Railblazer",0x00CE,Timed Defrost,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,
AMT,0x00CF,Manual Defrost - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,,Event log which indicates defrost request,
"DEET, Railblazer",0x00CF,Manual Defrost,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,
Navigator,0x00CF,Manual Defrost,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,User
Navigator,0x00D0,Low Coil Temperature Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,User
AMT,0x00D0,Low Coil Temperature Demand Defrost - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,,Event log which indicates defrost request,
"DEET, Railblazer",0x00D0,Low Coil Temperature Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,
Navigator,0x00D1,Variable Temp. Differential Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,User
AMT,0x00D1,Variable Temp. Differential Demand Defrost - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,,Event log which indicates defrost request,
"DEET, Railblazer",0x00D1,Variable Temp. Differential Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,
"DEET, Railblazer",0x00D2,Modulation Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,
Navigator,0x00D2,Modulation Demand Defrost,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Log event if parameter value changes.,Event log which indicates defrost request,User
AMT,0x00D2,Modulation Demand Defrost - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,User,,,True,False,False,,Event log which indicates defrost request,
AMT,0x00D3,Coolant Level Switch,Table Only,False,TRUE,FALSE,No Dependency,Technician,,37,False,False,False,,,
Navigator,0x00EB,System Operating State,Table Only,True,FALSE,FALSE,No Dependency,,,"21, 22, 23, 24, 26, 32",False,False,False,,,User
Railblazer,0x00EB,System Operating State,Table Only,TRUE,FALSE,FALSE,No Dependency,User,,"21, 22, 23, 24, 26, 32",False,False,False,,,
DEET,0x00EB,System Operating State,Table Only,True,FALSE,FALSE,No Dependency,User,,217:24; 13:26; 13:32;,False,False,False,,,
AMT,0x00F0,Temperature Control Mode,Table Only,True,TRUE,FALSE,No Dependency,User,,,True,True,False,,P.Carr 28th Feb 23: changed SPN from FunctionSelection<0xF812> to DebugControlAlgorithmActive<0x00F0>,
Railblazer,0x00F0,Temperature Control Mode,Table Only,TRUE,TRUE,FALSE,No Dependency,User,,,False,False,False,,"P.Carr 21st July 23 - following a learning from AST/AMT in recent months,adding to RB to report/determine the true CS/CONT setting.",
Navigator,0x00FC,ECU Speed Sensor Error,Table Only,False,TRUE,FALSE,Engine = ECO GOV,,,7,False,False,False,Event log whenever alarm code 7 is set,,Technician
AMT,0x00FC,ECU Speed Sensor Error,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,7,False,False,False,,,
AMT,0x0105,Active Rectifier DC Current,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Currents (A),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI,
