Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
DEET,0x009b,suction pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,2:87; 34:89; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
AMT,0x009b,compressor suction pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,pressures (psi/bar),"87, 89",FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x009b,compressor suction pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,pressures (psi/bar),"87, 89,93,95,99",FALSE,FALSE,FALSE,,,
Navigator,0x009b,suction pressure,table and graph,TRUE,FALSE,FALSE,no dependency,,,"87, 89",FALSE,FALSE,FALSE,,,technician
Railblazer,0x009c,discharge pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"10, 86",FALSE,FALSE,FALSE,,,
AMT,0x009c,compressor discharge pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,pressures (psi/bar),"10, 86",FALSE,FALSE,FALSE,,,
DEET,0x009c,discharge pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x009c,compressor discharge pressure,table and graph,TRUE,FALSE,FALSE,no dependency,technician,pressures (psi/bar),"10, 86,93,95,99",FALSE,FALSE,FALSE,,,
Navigator,0x009c,discharge pressure,table and graph,TRUE,FALSE,FALSE,no dependency,,,"10, 86",FALSE,FALSE,FALSE,,,technician
DEET,0x00a1,etv position,table only,TRUE,FALSE,FALSE,no dependency,technician,,2:87; 34:89; 2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
AMT,0x00a1,etv current position,table only,TRUE,FALSE,FALSE,no dependency,technician,,"86, 87, 89",FALSE,FALSE,FALSE,,,
Railblazer,0x00a1,etv current position,table only,TRUE,FALSE,FALSE,no dependency,technician,,"87, 89",FALSE,FALSE,FALSE,,,
Navigator,0x00a1,etv position,table only,TRUE,FALSE,FALSE,no dependency,,,"87, 89",FALSE,FALSE,FALSE,,,technician
Navigator,0x00aa,engine oil pressure switch,table only,FALSE,TRUE,FALSE,no dependency,,,"19 , 31",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
AMT,0x00aa,engine oil pressure switch,table only,FALSE,TRUE,FALSE,no dependency,technician,,"19 , 31, 66",FALSE,FALSE,FALSE,,,
Railblazer,0x00ab,high pressure cut out,table only,FALSE,TRUE,FALSE,no dependency,technician,,"10, 86",TRUE,FALSE,FALSE,log when applicable alarm code is set or log event whenever parameter value changes,,
Nebula-Galaxy,0x00ab,high pressure cut out,table only,FALSE,TRUE,FALSE,no dependency,technician,,10,FALSE,FALSE,FALSE,,,
DEET,0x00ab,high pressure cut out,table only,FALSE,TRUE,FALSE,no dependency,technician,,2:10; 42:10; 2:86,TRUE,FALSE,FALSE,log when applicable alarm code is set or log event whenever parameter value changes,,
AMT,0x00ab,high pressure cut out,table only,FALSE,TRUE,FALSE,no dependency,technician,,"10, 86",TRUE,FALSE,FALSE,,,
Navigator,0x00ab,high pressure cut out,table only,FALSE,TRUE,FALSE,no dependency,,,"10, 86",TRUE,FALSE,FALSE,log when applicable alarm code is set or log event whenever parameter value changes,,technician
AMT,0x00ac,oil level,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,"19, 31, 66, 63",TRUE,FALSE,FALSE,,"p.carr 26th august 2024: 
added dependency to event log only when engine selection is eco gov.",
Navigator,0x00ac,oil level,table only,FALSE,TRUE,FALSE,engine type = eco or mechanical,,,"66, 31, 63,",TRUE,FALSE,FALSE,event log: when oil level status changes,"db - 16th jan2023 - updated dependancy column from ""no dependancy"" to ""engine type = eco or mechanical"" for pl3 & elena",technician
Railblazer,0x00ae,electric standby motor overload,table only,FALSE,TRUE,FALSE,no dependency,technician,,"36, 266, 90",TRUE,FALSE,FALSE,event log: when eol status changes,,
AMT,0x00ae,electric standby motor overload,table only,FALSE,TRUE,FALSE,no dependency,technician,,"36, 266, 90",TRUE,FALSE,FALSE,,,
Navigator,0x00ae,electric standby motor overload,table only,FALSE,TRUE,FALSE,no dependency,,,"36, 266, 90",TRUE,FALSE,FALSE,event log: when eol status changes,,technician
Railblazer,0x00af,electric ready,table only,FALSE,TRUE,FALSE,no dependency,technician,,"36, 266, 91",TRUE,FALSE,FALSE,log event: when er status changes,,
AMT,0x00af,electric ready,table only,FALSE,TRUE,FALSE,no dependency,technician,,"36, 266, 91",TRUE,FALSE,FALSE,,,
DEET,0x00af,electric ready,table only,FALSE,TRUE,FALSE,no dependency,technician,,33:91; 33:366,TRUE,FALSE,FALSE,log event: when er status changes,,
Navigator,0x00af,electric ready,table only,FALSE,TRUE,FALSE,no dependency,,,"36, 266, 91",TRUE,FALSE,FALSE,log event: when er status changes,,technician
Railblazer,0x00b1,engine coolant level switch,table only,FALSE,TRUE,FALSE,no dependency,technician,,102:37:00,FALSE,FALSE,FALSE,,,
DEET,0x00b1,engine coolant level switch,table only,TRUE,FALSE,FALSE,no dependency,technician,,102:37:00,FALSE,FALSE,FALSE,,,
DEET,0x00b2,service switch,table only,TRUE,FALSE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,,,
AMT,0x00b2,service switch,table only,FALSE,TRUE,FALSE,no dependency,user,,"89, 10, 272, 631",TRUE,FALSE,FALSE,,16 aug 22 - removed code 270 from list of alarm codes which result in event log. related to defect id 2276,
Railblazer,0x00b2,service switch,table only,FALSE,TRUE,FALSE,no dependency,user,,"89, 10, 272, 631",FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x00b3,heater limit switch feedback zone 1,table only,TRUE,FALSE,FALSE,no dependency,technician,,201,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x00b6,heater limit switch feedback zone 2,table only,TRUE,FALSE,FALSE,no dependency,technician,,201,FALSE,FALSE,FALSE,,,
Navigator,0x00b8,engine coolant temperature,table and graph,TRUE,FALSE,FALSE,engine = mechanical,,,"6, 18, 63",FALSE,FALSE,FALSE,,coolant temperature if engine is mechanical,technician
Railblazer,0x00bb,shunt current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"45, 52, 61",FALSE,FALSE,FALSE,,"p.carr 21st july 23: since rb does not support alarm code 40, removed alarm code 40 from event log alarms list",
Navigator,0x00bb,shunt current,table and graph,TRUE,FALSE,FALSE,no dependency,,,"40, 45, 52, 61",FALSE,FALSE,FALSE,,,technician
DEET,0x00bb,shunt current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,FALSE,FALSE,FALSE,,,
AMT,0x00bb,shunt current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,currents (a),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265",FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x00bc,tru battery voltage reported by synergy,table and graph,TRUE,FALSE,FALSE,no dependency,technician,voltage (v),61,FALSE,FALSE,FALSE,,,
Railblazer,0x00bc,battery voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"45, 52, 61, 265",FALSE,FALSE,FALSE,,"p.carr 21st july 23: since rb does not support alarm code 40, removed alarm code 40 from event log alarms list",
DEET,0x00bc,battery voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,10:45; 10:53; 14:61; 34:89; 10:121; 24:529; 102:816; 216:520; 216:545,FALSE,FALSE,FALSE,,,
AMT,0x00bc,battery voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,voltage (v),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265, 522",FALSE,FALSE,FALSE,,,
Navigator,0x00bc,battery voltage,table and graph,TRUE,FALSE,FALSE,no dependency,,,"40, 45, 52, 61, 265",FALSE,FALSE,FALSE,,,technician
AMT,0x00bd,battery current - raw,table and graph,TRUE,FALSE,FALSE,no dependency,technician,currents (a),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 522",FALSE,FALSE,FALSE,,raw unfiltered battery current,
Navigator,0x00bd,battery current,table and graph,TRUE,FALSE,FALSE,no dependency,,,"40, 45, 52, 61",FALSE,FALSE,FALSE,,,technician
Railblazer,0x00bd,battery current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"45, 52, 61",FALSE,FALSE,FALSE,,"p.carr 21st july 23: since rb does not support alarm code 40, removed alarm code 40 from event log alarms list",
DEET,0x00bd,battery current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,FALSE,FALSE,FALSE,,,
Railblazer,0x00bf,etv state,table only,TRUE,FALSE,FALSE,no dependency,engineering,,89,FALSE,FALSE,FALSE,log enumeration only - not descriptor,,
DEET,0x00bf,etv state,table only,TRUE,FALSE,FALSE,no dependency,engineering,,34:89,FALSE,FALSE,FALSE,log enumeration only - not descriptor,,
Navigator,0x00bf,etv state,table only,TRUE,FALSE,FALSE,no dependency,,,89,FALSE,FALSE,FALSE,log enumeration only - not descriptor,,engineering
AMT,0x00c1,ecu coolant temperature,table and graph,TRUE,FALSE,FALSE,engine = eco gov,technician,"temperatures (◦c/◦f )
mt zone 1","6, 18, 63",FALSE,FALSE,FALSE,,coolant temperature if engine is eco gov,
Railblazer,0x00c1,ecu coolant temperature,table and graph,TRUE,FALSE,FALSE,engine = eco gov,technician,,"18, 63, 604, 704",FALSE,FALSE,FALSE,,"coolant temperature if engine is eco gov
p.carr 21st july 23: since rb does not support alarm code 6, removed alarm code 6 from event log alarms list. adding alarms 604 and 704 as replacements (water temp. sensor fault)",
Navigator,0x00c1,ecu coolant temperature,table and graph,TRUE,FALSE,FALSE,engine = eco gov,,,"6, 18, 63",FALSE,FALSE,FALSE,,coolant temperature if engine is eco gov,technician
DEET,0x00c1,ecu coolant temperature,table and graph,TRUE,FALSE,FALSE,engine = eco gov or platform = deet,technician,,11:18; 102:604; 102:704,FALSE,FALSE,FALSE,,coolant temperature if engine is eco gov,
AMT,0x00c2,engine ecu temperature,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,629,FALSE,FALSE,FALSE,,,
Navigator,0x00c2,engine ecu temperature,table only,FALSE,TRUE,FALSE,engine = eco gov,,,629,FALSE,FALSE,FALSE,event log whenever alarm code 629 is set,,technician
AMT,0x00c5,ecu preheat state,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,15,TRUE,FALSE,FALSE,,,
DEET,0x00c5,ecu preheat state,table only,FALSE,TRUE,FALSE,engine = eco gov or platform = deet,technician,,102:816,TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
Navigator,0x00c5,ecu preheat state,table only,FALSE,TRUE,FALSE,engine = eco gov,,,15,TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,technician
AMT,0x00c6,ecu engine state,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,"17, 20, 63",TRUE,FALSE,FALSE,,,
DEET,0x00c6,ecu engine operating state,table only,FALSE,TRUE,FALSE,engine = eco gov or platform = deet,engineering,,102:63,TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
Navigator,0x00c6,ecu engine operating state,table only,FALSE,TRUE,FALSE,engine = eco gov,,,"17, 20, 63",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,engineering
Navigator,0x00c7,ecu engine % load,table only,TRUE,FALSE,FALSE,engine = eco gov,,,,FALSE,FALSE,FALSE,,,technician
DEET,0x00c7,ecu engine % load,table only,TRUE,FALSE,FALSE,engine = eco gov or platform = deet,technician,,,FALSE,FALSE,FALSE,,,
"AMT, Railblazer",0x00c7,ecu engine % load,table only,TRUE,FALSE,FALSE,engine = eco gov,technician,,,FALSE,FALSE,FALSE,,,
Navigator,0x00ce,timed defrost,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,user
"DEET, Railblazer",0x00ce,timed defrost,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,
AMT,0x00ce,timed defrost - zone 1,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,,event log which indicates defrost request,
"DEET, Railblazer",0x00cf,manual defrost,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,
Navigator,0x00cf,manual defrost,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,user
AMT,0x00cf,manual defrost - zone 1,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,,event log which indicates defrost request,
Navigator,0x00d0,low coil temperature demand defrost,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,user
AMT,0x00d0,low coil temperature demand defrost - zone 1,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,,event log which indicates defrost request,
"DEET, Railblazer",0x00d0,low coil temperature demand defrost,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,
Navigator,0x00d1,variable temp. differential demand defrost,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,user
AMT,0x00d1,variable temp. differential demand defrost - zone 1,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,,event log which indicates defrost request,
"DEET, Railblazer",0x00d1,variable temp. differential demand defrost,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,
"DEET, Railblazer",0x00d2,modulation demand defrost,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,
AMT,0x00d2,modulation demand defrost - zone 1,table only,FALSE,TRUE,FALSE,no dependency,user,,,TRUE,FALSE,FALSE,,event log which indicates defrost request,
Navigator,0x00d2,modulation demand defrost,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,log event if parameter value changes.,event log which indicates defrost request,user
AMT,0x00d3,coolant level switch,table only,FALSE,TRUE,FALSE,no dependency,technician,,37,FALSE,FALSE,FALSE,,,
DEET,0x00eb,system operating state,table only,TRUE,FALSE,FALSE,no dependency,user,,217:24; 13:26; 13:32;,FALSE,FALSE,FALSE,,,
Railblazer,0x00eb,system operating state,table only,TRUE,FALSE,FALSE,no dependency,user,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,
Navigator,0x00eb,system operating state,table only,TRUE,FALSE,FALSE,no dependency,,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,user
AMT,0x00f0,temperature control mode,table only,TRUE,TRUE,FALSE,no dependency,user,,,TRUE,TRUE,FALSE,,p.carr 28th feb 23: changed spn from functionselection<0xf812> to debugcontrolalgorithmactive<0x00f0>,
Railblazer,0x00f0,temperature control mode,table only,TRUE,TRUE,FALSE,no dependency,user,,,FALSE,FALSE,FALSE,,"p.carr 21st july 23 - following a learning from ast/amt in recent months,adding to rb to report/determine the true cs/cont setting.",
AMT,0x00fc,ecu speed sensor error,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,7,FALSE,FALSE,FALSE,,,
